Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA6255,SA-Q2I-2007-6257,"Nov 2, 2021 19:02",Main Register,Table 6,,2,Black Coffee,Coffee,,1,60,0,0,0,,60,120,0,,0,,0,0,,,,,,120,0,0,0,paid,fulfilled,,,,,,,,ayushman,,,,
SA6255,SA-Q2I-2007-6257,"Nov 2, 2021 19:02",,,,,Jasmine Green,Green Tea,,1,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6254,SA-Q2I-2007-6258,"Nov 2, 2021 19:05",Main Register,Table 4,,1,Virgin Mojito,Iced Tea / Mocktails / Coolers,,1,95,0,0,0,,95,95,0,,0,,0,0,,,,,,95,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6256,SA-Q2I-2007-6259,"Nov 2, 2021 19:23",Main Register,Table 2,,4,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,554,0,,0,,0,0,,,,,,554,0,0,0,paid,fulfilled,,,,,,,,Vaibhav,,,,
SA6256,SA-Q2I-2007-6259,"Nov 2, 2021 19:23",,,,,Capsicum + Sweet Corn Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6256,SA-Q2I-2007-6259,"Nov 2, 2021 19:23",,,,,Cold Coffee - Regular,Coffee,,2,190,0,0,0,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6256,SA-Q2I-2007-6259,"Nov 2, 2021 19:23",,,,,Butterscotch Shake,Shakes,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6257,SA-Q2I-2007-6260,"Nov 2, 2021 19:53",Main Register,Table 5,,2,Elaichi Chai,Chai,,2,60,0,0,0,,60,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6257,SA-Q2I-2007-6260,"Nov 2, 2021 19:53",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6258,SA-Q2I-2007-6261,"Nov 2, 2021 20:19",Main Register,Table 5,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6259,SA-Q2I-2007-6262,"Nov 2, 2021 20:58",Main Register,Table 4,,3,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,275,0,,0,,0,0,,,,,,275,0,0,0,paid,fulfilled,,,,,,,,mohit,,,,
SA6259,SA-Q2I-2007-6262,"Nov 2, 2021 20:58",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6259,SA-Q2I-2007-6262,"Nov 2, 2021 20:58",,,,,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6260,SA-Q2I-2007-6263,"Nov 2, 2021 21:30",Main Register,Take-Away-4,,2,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,190,0,,0,,0,0,,,5,,,195,0,0,0,paid,fulfilled,,,,,,,,akash,,,,
SA6260,SA-Q2I-2007-6263,"Nov 2, 2021 21:30",,,,,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6261,SA-Q2I-2007-6264,"Nov 2, 2021 21:51",Main Register,Table 5,,4,Tandoori Cheese Burger,Burgers,,2,190,0,0,0,,190,440,0,,0,,0,0,,,,,,440,0,0,0,paid,fulfilled,,,,,,,,Harshit,,,,
SA6261,SA-Q2I-2007-6264,"Nov 2, 2021 21:51",,,,,Cold Drink - Sprite,Unchai,,3,105,0,0,0,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6261,SA-Q2I-2007-6264,"Nov 2, 2021 21:51",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6261,SA-Q2I-2007-6264,"Nov 2, 2021 21:51",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6262,SA-Q2I-2007-6265,"Nov 3, 2021 15:17",Main Register,Table 5,,3,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,210,0,,0,,0,0,,,,,,210,0,0,0,paid,fulfilled,,,,,,,,ip mishra,,,,
SA6262,SA-Q2I-2007-6265,"Nov 3, 2021 15:17",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6262,SA-Q2I-2007-6265,"Nov 3, 2021 15:17",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6263,SA-Q2I-2007-6266,"Nov 3, 2021 15:55",Main Register,Table 4,,2,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,richa,,,,
SA6263,SA-Q2I-2007-6266,"Nov 3, 2021 15:55",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6264,SA-Q2I-2007-6267,"Nov 3, 2021 16:09",Main Register,Table 2,,4,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,255,0,,0,,0,0,,,,,,255,0,0,0,paid,fulfilled,,,,,,,,Vishal,,,,
SA6264,SA-Q2I-2007-6267,"Nov 3, 2021 16:09",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6264,SA-Q2I-2007-6267,"Nov 3, 2021 16:09",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6264,SA-Q2I-2007-6267,"Nov 3, 2021 16:09",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6265,SA-Q2I-2007-6268,"Nov 3, 2021 16:15",Main Register,Table 3,,3,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,190,0,,65.8,,65.8,-0.2,,,,,,124,0,0,0,paid,fulfilled,,,,,,,,Preeti,,,Bingage,Wallet
SA6265,SA-Q2I-2007-6268,"Nov 3, 2021 16:15",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6265,SA-Q2I-2007-6268,"Nov 3, 2021 16:15",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6268,SA-Q2I-2007-6269,"Nov 3, 2021 16:31",Main Register,Table 4,,5,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,464,0,,0,,0,0,,,,,,464,0,0,0,paid,fulfilled,,,,,,,,ananya,,,,
SA6268,SA-Q2I-2007-6269,"Nov 3, 2021 16:31",,,,,Virgin Mojito,Iced Tea / Mocktails / Coolers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6268,SA-Q2I-2007-6269,"Nov 3, 2021 16:31",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6268,SA-Q2I-2007-6269,"Nov 3, 2021 16:31",,,,,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6268,SA-Q2I-2007-6269,"Nov 3, 2021 16:31",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6266,SA-Q2I-2007-6270,"Nov 3, 2021 16:33",Main Register,Table 6,,3,Adrak Chai,Chai,,2,50,0,0,0,,50,230,0,,0,,0,0,,,,,,230,0,0,0,paid,fulfilled,,,,,,,,robin,,,,
SA6266,SA-Q2I-2007-6270,"Nov 3, 2021 16:33",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6266,SA-Q2I-2007-6270,"Nov 3, 2021 16:33",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6267,SA-Q2I-2007-6271,"Nov 3, 2021 16:40",Main Register,Table 2,,5,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,325,0,,61.7,,61.7,-0.3,,,,,,263,0,0,0,paid,fulfilled,,,,,,,,agrima,,,Bingage,Wallet
SA6267,SA-Q2I-2007-6271,"Nov 3, 2021 16:40",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6267,SA-Q2I-2007-6271,"Nov 3, 2021 16:40",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6267,SA-Q2I-2007-6271,"Nov 3, 2021 16:40",,,,,Masala Cold Drink,Unchai,,1,45,0,0,0,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6267,SA-Q2I-2007-6271,"Nov 3, 2021 16:40",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6269,SA-Q2I-2007-6272,"Nov 3, 2021 17:24",Main Register,Table 6,,2,Cheese Corn Samosa Platter,Samosas & More,,1,95,0,0,0,,95,130,0,,0,,0,0,,,,,,130,0,0,0,paid,fulfilled,,,,,,,,shrishti,,,,
SA6269,SA-Q2I-2007-6272,"Nov 3, 2021 17:24",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6270,SA-Q2I-2007-6273,"Nov 3, 2021 17:26",Main Register,Table 3,,3,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,215,0,,0,,0,0,,,,,,215,0,0,0,paid,fulfilled,,,,,,,,Govind,,,,
SA6270,SA-Q2I-2007-6273,"Nov 3, 2021 17:26",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6270,SA-Q2I-2007-6273,"Nov 3, 2021 17:26",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6273,SA-Q2I-2007-6274,"Nov 3, 2021 17:32",Main Register,Table 2,,2,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,Shivam,,,,
SA6273,SA-Q2I-2007-6274,"Nov 3, 2021 17:32",,,,,Elaichi Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6272,SA-Q2I-2007-6275,"Nov 3, 2021 17:35",Main Register,Table 1,,3,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,204,0,,0,,0,0,,,,,,204,0,0,0,paid,fulfilled,,,,,,,,Arpit,,,,
SA6272,SA-Q2I-2007-6275,"Nov 3, 2021 17:35",,,,,Maggi + Chai / Masala Chai / Veg Maggi,Everyday Combos,,1,89,0,0,0,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6272,SA-Q2I-2007-6275,"Nov 3, 2021 17:35",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6271,SA-Q2I-2007-6276,"Nov 3, 2021 17:51",Main Register,Take-Away-1,,2,Adrak Chai,Chai,,4,100,0,0,0,,100,220,0,,20,,20,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6271,SA-Q2I-2007-6276,"Nov 3, 2021 17:51",,,,,Bun Maska,Maska Bun,,3,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6274,SA-Q2I-2007-6277,"Nov 3, 2021 18:06",Main Register,Table 6,,4,Water (500 ml),Unchai,,1,15,0,0,0,,15,205,0,,0,,0,0,,,,,,205,0,0,0,paid,fulfilled,,,,,,,,nikita,,,,
SA6274,SA-Q2I-2007-6277,"Nov 3, 2021 18:06",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6274,SA-Q2I-2007-6277,"Nov 3, 2021 18:06",,,,,Butter Masala Sweet Corn,Samosas & More,,1,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6274,SA-Q2I-2007-6277,"Nov 3, 2021 18:06",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6275,SA-Q2I-2007-6278,"Nov 3, 2021 18:21",Main Register,Table 4,,1,Cold Coffee - Regular,Coffee,,6,570,0,0,0,,570,570,0,,0,,0,0,,,,,,570,0,0,0,paid,fulfilled,,,,,,,,Aradhya,,,,
SA6276,SA-Q2I-2007-6279,"Nov 3, 2021 18:34",Main Register,Table 2,,3,Adrak Chai,Chai,,1,25,0,0,0,,25,270,0,,0,,0,0,,,,,,270,0,0,0,paid,fulfilled,,,,,,,,vansh,,,,
SA6276,SA-Q2I-2007-6279,"Nov 3, 2021 18:34",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6276,SA-Q2I-2007-6279,"Nov 3, 2021 18:34",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6279,SA-Q2I-2007-6280,"Nov 3, 2021 18:38",Main Register,Table 3,,5,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,430,0,,0,,0,0,,,,,,430,0,0,0,paid,fulfilled,,,,,,,,Ujjwal,,,,
SA6279,SA-Q2I-2007-6280,"Nov 3, 2021 18:38",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6279,SA-Q2I-2007-6280,"Nov 3, 2021 18:38",,,,,Elaichi Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6279,SA-Q2I-2007-6280,"Nov 3, 2021 18:38",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6279,SA-Q2I-2007-6280,"Nov 3, 2021 18:38",,,,,Paneer Salsa Wrap,Wraps,,1,135,0,0,0,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6277,SA-Q2I-2007-6281,"Nov 3, 2021 18:42",Main Register,Table 5,,3,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,220,0,,0,,0,0,,,,,,220,0,0,0,paid,fulfilled,,,,,,,,karan,,,,
SA6277,SA-Q2I-2007-6281,"Nov 3, 2021 18:42",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6277,SA-Q2I-2007-6281,"Nov 3, 2021 18:42",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6278,SA-Q2I-2007-6282,"Nov 3, 2021 18:57",Main Register,Table 6,,2,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,Tushar,,,,
SA6278,SA-Q2I-2007-6282,"Nov 3, 2021 18:57",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6280,SA-Q2I-2007-6283,"Nov 3, 2021 19:23",Main Register,Table 2,,4,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,355,0,,0,,0,0,,,,,,355,0,0,0,paid,fulfilled,,,,,,,,Saumya,,,,
SA6280,SA-Q2I-2007-6283,"Nov 3, 2021 19:23",,,,,Chipotle Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6280,SA-Q2I-2007-6283,"Nov 3, 2021 19:23",,,,,Elaichi Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6280,SA-Q2I-2007-6283,"Nov 3, 2021 19:23",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6282,SA-Q2I-2007-6284,"Nov 3, 2021 19:35",Main Register,Table 4,,4,Tandoori Cheese Burger,Burgers,,1,95,0,0,0,,95,460,0,,0,,0,0,,,,,,460,0,0,0,paid,fulfilled,,,,,,,,Ronit,,,,
SA6282,SA-Q2I-2007-6284,"Nov 3, 2021 19:35",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6282,SA-Q2I-2007-6284,"Nov 3, 2021 19:35",,,,,Butterscotch Shake,Shakes,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6282,SA-Q2I-2007-6284,"Nov 3, 2021 19:35",,,,,Oreo Shake,Shakes,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6281,SA-Q2I-2007-6285,"Nov 3, 2021 19:54",Main Register,Table 1,,2,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6281,SA-Q2I-2007-6285,"Nov 3, 2021 19:54",,,,,Cold Drink - Sprite,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6283,SA-Q2I-2007-6286,"Nov 3, 2021 19:58",Main Register,Table 3,,2,Wrap + Chai / Masala Chai / Paneer Salsa Wrap,Everyday Combos,,1,129,0,0,0,,129,219,0,,0,,0,0,,,,,,219,0,0,0,paid,fulfilled,,,,,,,,Aparna,,,,
SA6283,SA-Q2I-2007-6286,"Nov 3, 2021 19:58",,,,,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",Main Register,Table 5,,6,Adrak Elaichi Chai,Chai,,9,360,0,0,0,,360,1014,0,,0,,0,0,,,,,,1014,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",,,,,Cheese Corn Samosa Platter,Samosas & More,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",,,,,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",,,,,Cheesy Loaded Nachos,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6284,SA-Q2I-2007-6287,"Nov 3, 2021 20:04",,,,,Bun Maska,Maska Bun,,5,200,0,0,0,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6285,SA-Q2I-2007-6288,"Nov 3, 2021 21:22",Main Register,Table 6,,5,Pasta + 2 Cold Coffee/2 Shakes / Cold Coffee - Regular / White Sauce Pasta / Choco Hazelnut Shake,Everyday Combos,,1,299,0,0,0,,299,593,0,,0,,0,0,,,,,,593,0,0,0,paid,fulfilled,,,,,,,,Urvashi,,,,
SA6285,SA-Q2I-2007-6288,"Nov 3, 2021 21:22",,,,,Spicy Vada Pav,Vada Pav,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6285,SA-Q2I-2007-6288,"Nov 3, 2021 21:22",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6285,SA-Q2I-2007-6288,"Nov 3, 2021 21:22",,,,,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6285,SA-Q2I-2007-6288,"Nov 3, 2021 21:22",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6287,SA-Q2I-2007-6289,"Nov 3, 2021 21:37",Main Register,Table 3,,2,Butter Maggi,Maggi Maggi Maggi,,2,100,0,0,0,,100,150,0,,20.26,,20.26,0.26,,,,,,130,0,0,0,paid,fulfilled,,,,,,,,Shivam,,,Bingage,Wallet
SA6287,SA-Q2I-2007-6289,"Nov 3, 2021 21:37",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6286,SA-Q2I-2007-6290,"Nov 3, 2021 21:55",Main Register,Take-Away-2,,1,Oreo Shake,Shakes,,2,240,0,0,0,,240,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6288,SA-Q2I-2007-6291,"Nov 4, 2021 12:33",Main Register,Take-Away-1,,2,Vada Pav,Vada Pav,,2,130,0,0,0,,130,195,0,,0,,0,0,,,5,,,200,0,0,0,paid,fulfilled,,,,,,,,Kailash,,,,
SA6288,SA-Q2I-2007-6291,"Nov 4, 2021 12:33",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6289,SA-Q2I-2007-6292,"Nov 4, 2021 12:58",Main Register,Table 2,,2,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,230,0,,0,,0,0,,,,,,230,0,0,0,paid,fulfilled,,,,,,,,Aditi,,,,
SA6289,SA-Q2I-2007-6292,"Nov 4, 2021 12:58",,,,,Butter Maggi,Maggi Maggi Maggi,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6290,SA-Q2I-2007-6293,"Nov 4, 2021 13:14",Main Register,Table 5,,2,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,120,0,,0,,0,0,,,,,,120,0,0,0,paid,fulfilled,,,,,,,,shiva,,,,
SA6290,SA-Q2I-2007-6293,"Nov 4, 2021 13:14",,,,,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6291,SA-Q2I-2007-6294,"Nov 4, 2021 13:36",Main Register,Table 6,,1,Burger + Cold Drink / Veg Cheese Burger,Everyday Combos,,1,109,0,0,0,,109,109,0,,0,,0,0,,,,,,109,0,0,0,paid,fulfilled,,,,,,,,Gurubachan,,,,
SA6292,SA-Q2I-2007-6295,"Nov 4, 2021 14:03",Main Register,Table 2,,2,Elaichi Chai,Chai,,1,30,0,0,0,,30,100,0,,0,,0,0,,,,,,100,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6292,SA-Q2I-2007-6295,"Nov 4, 2021 14:03",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",Main Register,Table 4,,6,Coffee Oreo Shake,Shakes,,1,130,0,0,0,,130,555,0,,0,,0,0,,,,,,555,0,0,0,paid,fulfilled,,,,,,,,RAKSHIT,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",,,,,Choco Hazelnut Shake,Shakes,,1,125,0,0,0,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",,,,,Jalapeno Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6294,SA-Q2I-2007-6296,"Nov 4, 2021 14:05",,,,,Butter Maggi,Maggi Maggi Maggi,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6293,SA-Q2I-2007-6297,"Nov 4, 2021 14:16",Main Register,Table 5,,4,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,494,0,,0,,0,0,,,,,,494,0,0,0,paid,fulfilled,,,,,,,,Prachi,,,,
SA6293,SA-Q2I-2007-6297,"Nov 4, 2021 14:16",,,,,Fresh Veggie Pizza,Pizza,,1,199,0,0,0,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6293,SA-Q2I-2007-6297,"Nov 4, 2021 14:16",,,,,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6293,SA-Q2I-2007-6297,"Nov 4, 2021 14:16",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6293,SA-Q2I-2007-6297,"Nov 4, 2021 14:16",,,,,Pizza Cheese,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6295,SA-Q2I-2007-6298,"Nov 4, 2021 15:24",Main Register,Take-Away-2,,1,Cold Coffee - Frappe,Coffee,,2,240,0,0,0,,240,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,Pranshul,,,,
SA6296,SA-Q2I-2007-6299,"Nov 4, 2021 15:25",Main Register,Table 1,,1,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6297,SA-Q2I-2007-6300,"Nov 4, 2021 15:38",Main Register,Table 2,,1,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,70,0,,20,,20,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
